client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
17dbd42bb7f55a22c85c2c96cac26b79041b7e2cfbf1374f4ffda7574936015442acd167084b41521b1b8b912f599855f25d9078696574d3927b0c5b6fbb9786	common_voice_ar_19152222.mp3	من تكون يا ترى.	1	2				ar	
f5332db8ce939969b03ff6f9ca6dc548cd0bafcd3da7a06131547f24b0c1ce72a63e3124e6a6801678287c33a7cdd546b78523ee69689f9418d5448809febfc1	common_voice_ar_19171029.mp3	.منذ ١٩٩۰م و حتّى الآن ، استلم الجائزة إحدى عشرة طالبةً	0	2				ar	
2b6ecd3a1edd5349c4257382845214053e0e462f422dea594f54818c2a3aa1f5c006d534227b89798d583c908f5298c38ad8012466b549867bb2f16d5d72ae3f	common_voice_ar_19173888.mp3	أظن أن من الأفضل ألا تكون وقِحًا.	3	6	twenties	female		ar	
2b6ecd3a1edd5349c4257382845214053e0e462f422dea594f54818c2a3aa1f5c006d534227b89798d583c908f5298c38ad8012466b549867bb2f16d5d72ae3f	common_voice_ar_19173890.mp3	وجد دراجتي الضائعة.	0	6	twenties	female		ar	
2b6ecd3a1edd5349c4257382845214053e0e462f422dea594f54818c2a3aa1f5c006d534227b89798d583c908f5298c38ad8012466b549867bb2f16d5d72ae3f	common_voice_ar_19173944.mp3	هل ستشتري السيارة ؟	0	6	twenties	female		ar	
2b6ecd3a1edd5349c4257382845214053e0e462f422dea594f54818c2a3aa1f5c006d534227b89798d583c908f5298c38ad8012466b549867bb2f16d5d72ae3f	common_voice_ar_19173947.mp3	.كان الألم فظيعاً	3	6	twenties	female		ar	
2b6ecd3a1edd5349c4257382845214053e0e462f422dea594f54818c2a3aa1f5c006d534227b89798d583c908f5298c38ad8012466b549867bb2f16d5d72ae3f	common_voice_ar_19173948.mp3	أوافقه الرأي.	3	6	twenties	female		ar	
02acaecbfda059e4af77ffb57c8685657be90deea041b3c21f44cd71aca407e27f5ff1f476d011dc3a7cf4ec30d86cdc62093962cba7b49a4bad7f6620bad1a8	common_voice_ar_19174101.mp3	لا تبعد المحطة كثيراً عن هنا.	0	6	teens	female		ar	
02acaecbfda059e4af77ffb57c8685657be90deea041b3c21f44cd71aca407e27f5ff1f476d011dc3a7cf4ec30d86cdc62093962cba7b49a4bad7f6620bad1a8	common_voice_ar_19174756.mp3	دعني أساعدك في حمل الطاولة على الأقل.	3	6	teens	female		ar	
02acaecbfda059e4af77ffb57c8685657be90deea041b3c21f44cd71aca407e27f5ff1f476d011dc3a7cf4ec30d86cdc62093962cba7b49a4bad7f6620bad1a8	common_voice_ar_19174781.mp3	انتظرتك لساعتين.	0	6	teens	female		ar	
56854a8a0ab2d2925b4b14dcf7e0710b6cdcb8504e7342bfce6200c2cbfe447d1b49f40d9947206633188a6dc1c1a0e8adef9270cea73c2ba1cf9fec8113b896	common_voice_ar_19175162.mp3	حاولنا إقناعه بالعدول عن رأيه لكننا فشلنا.	0	2				ar	
56854a8a0ab2d2925b4b14dcf7e0710b6cdcb8504e7342bfce6200c2cbfe447d1b49f40d9947206633188a6dc1c1a0e8adef9270cea73c2ba1cf9fec8113b896	common_voice_ar_19175163.mp3	اشترت لعبة لطفلها.	1	2				ar	
56854a8a0ab2d2925b4b14dcf7e0710b6cdcb8504e7342bfce6200c2cbfe447d1b49f40d9947206633188a6dc1c1a0e8adef9270cea73c2ba1cf9fec8113b896	common_voice_ar_19175164.mp3	قاس طول السرير.	1	2				ar	
56854a8a0ab2d2925b4b14dcf7e0710b6cdcb8504e7342bfce6200c2cbfe447d1b49f40d9947206633188a6dc1c1a0e8adef9270cea73c2ba1cf9fec8113b896	common_voice_ar_19175165.mp3	.سأعاود الإتصال بك	1	2				ar	
56854a8a0ab2d2925b4b14dcf7e0710b6cdcb8504e7342bfce6200c2cbfe447d1b49f40d9947206633188a6dc1c1a0e8adef9270cea73c2ba1cf9fec8113b896	common_voice_ar_19175166.mp3	لم يكن لدينا خيار إلا الذهاب إلى هناك.	0	2				ar	
1e95bfcdd92ff136ab9d0501627c13866a00abbd3bda5679306562e5510186f9eda43c8efd6818d927114c5bc72a873489673ec9cd44cb5f4c9f95b563ea138c	common_voice_ar_19176788.mp3	هل تحبان بعضكما بعضاً إلى ذلك الحد ؟	0	2	thirties			ar	
1e95bfcdd92ff136ab9d0501627c13866a00abbd3bda5679306562e5510186f9eda43c8efd6818d927114c5bc72a873489673ec9cd44cb5f4c9f95b563ea138c	common_voice_ar_19176879.mp3	الأسود لي.	1	2	thirties			ar	
1e95bfcdd92ff136ab9d0501627c13866a00abbd3bda5679306562e5510186f9eda43c8efd6818d927114c5bc72a873489673ec9cd44cb5f4c9f95b563ea138c	common_voice_ar_19176908.mp3	ظنت أنها ستكون مستقلة مادياً عن والديها عندما تصبح طالبة جامعية.	0	2	thirties			ar	
1e95bfcdd92ff136ab9d0501627c13866a00abbd3bda5679306562e5510186f9eda43c8efd6818d927114c5bc72a873489673ec9cd44cb5f4c9f95b563ea138c	common_voice_ar_19176909.mp3	.في عام ١٩٤٨م ، تأسست دولة يهودية	0	2	thirties			ar	
1e95bfcdd92ff136ab9d0501627c13866a00abbd3bda5679306562e5510186f9eda43c8efd6818d927114c5bc72a873489673ec9cd44cb5f4c9f95b563ea138c	common_voice_ar_19176940.mp3	.قررت أن أعمل لحساب شركة في الولايات المتحدة	1	2	thirties			ar	
1e95bfcdd92ff136ab9d0501627c13866a00abbd3bda5679306562e5510186f9eda43c8efd6818d927114c5bc72a873489673ec9cd44cb5f4c9f95b563ea138c	common_voice_ar_19176941.mp3	يكتب رسالة إلى أمه في بعض الأحيان.	0	2	thirties			ar	
1e95bfcdd92ff136ab9d0501627c13866a00abbd3bda5679306562e5510186f9eda43c8efd6818d927114c5bc72a873489673ec9cd44cb5f4c9f95b563ea138c	common_voice_ar_19176942.mp3	هذا ليس عدلاً.	0	2	thirties			ar	
1e95bfcdd92ff136ab9d0501627c13866a00abbd3bda5679306562e5510186f9eda43c8efd6818d927114c5bc72a873489673ec9cd44cb5f4c9f95b563ea138c	common_voice_ar_19177032.mp3	.إصطحب أخته	0	2	thirties			ar	
1e95bfcdd92ff136ab9d0501627c13866a00abbd3bda5679306562e5510186f9eda43c8efd6818d927114c5bc72a873489673ec9cd44cb5f4c9f95b563ea138c	common_voice_ar_19179146.mp3	ما وراء أوراق الشجر	1	2	thirties			ar	
1e95bfcdd92ff136ab9d0501627c13866a00abbd3bda5679306562e5510186f9eda43c8efd6818d927114c5bc72a873489673ec9cd44cb5f4c9f95b563ea138c	common_voice_ar_19179158.mp3	مات لنكولن في عام ١٨٦٥ للميلاد.	0	2	thirties			ar	
1e95bfcdd92ff136ab9d0501627c13866a00abbd3bda5679306562e5510186f9eda43c8efd6818d927114c5bc72a873489673ec9cd44cb5f4c9f95b563ea138c	common_voice_ar_19179173.mp3	هل أنت ماهر في لعب التنس ؟	1	2	thirties			ar	
510f749dd53e107df7ad1182fad0cdd082e0b2ed7c9e038ce5c60a9db17220e6467fdb5070bd2a3672b75fdf94de578829030f8ecdbdfa295181f68cf350f262	common_voice_ar_19185619.mp3	الزجاجة ملئى بالماء.	1	2	thirties			ar	
510f749dd53e107df7ad1182fad0cdd082e0b2ed7c9e038ce5c60a9db17220e6467fdb5070bd2a3672b75fdf94de578829030f8ecdbdfa295181f68cf350f262	common_voice_ar_19185628.mp3	قامت أمي بقياس حرارة جسدي.	0	2	thirties			ar	
510f749dd53e107df7ad1182fad0cdd082e0b2ed7c9e038ce5c60a9db17220e6467fdb5070bd2a3672b75fdf94de578829030f8ecdbdfa295181f68cf350f262	common_voice_ar_19185660.mp3	قد وصلوا إلى انكلترا قبل اسبوع.	1	2	thirties			ar	
510f749dd53e107df7ad1182fad0cdd082e0b2ed7c9e038ce5c60a9db17220e6467fdb5070bd2a3672b75fdf94de578829030f8ecdbdfa295181f68cf350f262	common_voice_ar_19185664.mp3	هل هذه صورك ؟	0	2	thirties			ar	
510f749dd53e107df7ad1182fad0cdd082e0b2ed7c9e038ce5c60a9db17220e6467fdb5070bd2a3672b75fdf94de578829030f8ecdbdfa295181f68cf350f262	common_voice_ar_19185810.mp3	كان هناك وقت مثير للغاية خلال الأسبوع الذي سبقه الخميس الثامن عشر	1	2	thirties			ar	
f5332db8ce939969b03ff6f9ca6dc548cd0bafcd3da7a06131547f24b0c1ce72a63e3124e6a6801678287c33a7cdd546b78523ee69689f9418d5448809febfc1	common_voice_ar_19190500.mp3	آرثر هو موظف الشهر	1	2				ar	
f5332db8ce939969b03ff6f9ca6dc548cd0bafcd3da7a06131547f24b0c1ce72a63e3124e6a6801678287c33a7cdd546b78523ee69689f9418d5448809febfc1	common_voice_ar_19190512.mp3	كيف تصل إلى المدرسة ؟	1	2				ar	
f5332db8ce939969b03ff6f9ca6dc548cd0bafcd3da7a06131547f24b0c1ce72a63e3124e6a6801678287c33a7cdd546b78523ee69689f9418d5448809febfc1	common_voice_ar_19190515.mp3	.ستضل طريقك	1	2				ar	
02acaecbfda059e4af77ffb57c8685657be90deea041b3c21f44cd71aca407e27f5ff1f476d011dc3a7cf4ec30d86cdc62093962cba7b49a4bad7f6620bad1a8	common_voice_ar_19191421.mp3	قلة النوم مضر بصحتك.	0	6	teens	female		ar	
02acaecbfda059e4af77ffb57c8685657be90deea041b3c21f44cd71aca407e27f5ff1f476d011dc3a7cf4ec30d86cdc62093962cba7b49a4bad7f6620bad1a8	common_voice_ar_19191432.mp3	.لست من الهند	0	6	teens	female		ar	
02acaecbfda059e4af77ffb57c8685657be90deea041b3c21f44cd71aca407e27f5ff1f476d011dc3a7cf4ec30d86cdc62093962cba7b49a4bad7f6620bad1a8	common_voice_ar_19191458.mp3	لي صديق يدرس في الخارج.	3	6	teens	female		ar	
02acaecbfda059e4af77ffb57c8685657be90deea041b3c21f44cd71aca407e27f5ff1f476d011dc3a7cf4ec30d86cdc62093962cba7b49a4bad7f6620bad1a8	common_voice_ar_19191470.mp3	أفكر فيك.	3	6	teens	female		ar	
02acaecbfda059e4af77ffb57c8685657be90deea041b3c21f44cd71aca407e27f5ff1f476d011dc3a7cf4ec30d86cdc62093962cba7b49a4bad7f6620bad1a8	common_voice_ar_19191488.mp3	.سُرقت للتو	0	6	teens	female		ar	
02acaecbfda059e4af77ffb57c8685657be90deea041b3c21f44cd71aca407e27f5ff1f476d011dc3a7cf4ec30d86cdc62093962cba7b49a4bad7f6620bad1a8	common_voice_ar_19191491.mp3	فقدت ثقتي فيه.	3	6	teens	female		ar	
02acaecbfda059e4af77ffb57c8685657be90deea041b3c21f44cd71aca407e27f5ff1f476d011dc3a7cf4ec30d86cdc62093962cba7b49a4bad7f6620bad1a8	common_voice_ar_19191494.mp3	سأُطْلِقُ عليه.	3	6	teens	female		ar	
02acaecbfda059e4af77ffb57c8685657be90deea041b3c21f44cd71aca407e27f5ff1f476d011dc3a7cf4ec30d86cdc62093962cba7b49a4bad7f6620bad1a8	common_voice_ar_19191495.mp3	أحضر لي كرسياً من فضلك.	3	6	teens	female		ar	
02acaecbfda059e4af77ffb57c8685657be90deea041b3c21f44cd71aca407e27f5ff1f476d011dc3a7cf4ec30d86cdc62093962cba7b49a4bad7f6620bad1a8	common_voice_ar_19191523.mp3	.كثيراً ما يقال أن الحلويات مضرة بالأسنان	3	6	teens	female		ar	
02acaecbfda059e4af77ffb57c8685657be90deea041b3c21f44cd71aca407e27f5ff1f476d011dc3a7cf4ec30d86cdc62093962cba7b49a4bad7f6620bad1a8	common_voice_ar_19191568.mp3	هل تدربت على عزف البيانو هذا الصباح ؟	3	6	teens	female		ar	
02acaecbfda059e4af77ffb57c8685657be90deea041b3c21f44cd71aca407e27f5ff1f476d011dc3a7cf4ec30d86cdc62093962cba7b49a4bad7f6620bad1a8	common_voice_ar_19191589.mp3	أنا أصغر منك بثلاث سنين.	0	6	teens	female		ar	
02acaecbfda059e4af77ffb57c8685657be90deea041b3c21f44cd71aca407e27f5ff1f476d011dc3a7cf4ec30d86cdc62093962cba7b49a4bad7f6620bad1a8	common_voice_ar_19191619.mp3	هي مشهورة كمغنية و لكنها ليست معروفةً كشاعرة.	0	6	teens	female		ar	
02acaecbfda059e4af77ffb57c8685657be90deea041b3c21f44cd71aca407e27f5ff1f476d011dc3a7cf4ec30d86cdc62093962cba7b49a4bad7f6620bad1a8	common_voice_ar_19191636.mp3	تعجبني سيارتك.	3	6	teens	female		ar	
02acaecbfda059e4af77ffb57c8685657be90deea041b3c21f44cd71aca407e27f5ff1f476d011dc3a7cf4ec30d86cdc62093962cba7b49a4bad7f6620bad1a8	common_voice_ar_19191640.mp3	تركته لتكون مع رجل آخر.	3	6	teens	female		ar	
02acaecbfda059e4af77ffb57c8685657be90deea041b3c21f44cd71aca407e27f5ff1f476d011dc3a7cf4ec30d86cdc62093962cba7b49a4bad7f6620bad1a8	common_voice_ar_19194212.mp3	يركب أبي الدراجة إلى عمله.	3	6	teens	female		ar	
02acaecbfda059e4af77ffb57c8685657be90deea041b3c21f44cd71aca407e27f5ff1f476d011dc3a7cf4ec30d86cdc62093962cba7b49a4bad7f6620bad1a8	common_voice_ar_19194232.mp3	ذهبوا إلى السينما ليلة أمس.	0	6	teens	female		ar	
02acaecbfda059e4af77ffb57c8685657be90deea041b3c21f44cd71aca407e27f5ff1f476d011dc3a7cf4ec30d86cdc62093962cba7b49a4bad7f6620bad1a8	common_voice_ar_19203752.mp3	ضوء القمر خافت.	0	6	teens	female		ar	
02acaecbfda059e4af77ffb57c8685657be90deea041b3c21f44cd71aca407e27f5ff1f476d011dc3a7cf4ec30d86cdc62093962cba7b49a4bad7f6620bad1a8	common_voice_ar_19203782.mp3	كيف لي أن أساعدك ؟	3	6	teens	female		ar	
02acaecbfda059e4af77ffb57c8685657be90deea041b3c21f44cd71aca407e27f5ff1f476d011dc3a7cf4ec30d86cdc62093962cba7b49a4bad7f6620bad1a8	common_voice_ar_19203802.mp3	.بإمكانها العزف على البيانو	0	6	teens	female		ar	
02acaecbfda059e4af77ffb57c8685657be90deea041b3c21f44cd71aca407e27f5ff1f476d011dc3a7cf4ec30d86cdc62093962cba7b49a4bad7f6620bad1a8	common_voice_ar_19203839.mp3	قاست الممرضة حرارته.	3	6	teens	female		ar	
02acaecbfda059e4af77ffb57c8685657be90deea041b3c21f44cd71aca407e27f5ff1f476d011dc3a7cf4ec30d86cdc62093962cba7b49a4bad7f6620bad1a8	common_voice_ar_19203842.mp3	إقتربت القطة ببطأ من الفأر.	0	6	teens	female		ar	
b528ee2b567b3889635d408f9961be36666d292a89b51aa90c2cf7bc8d7c80ec3070eaeca6ad3075e2d945b612b3582354ed40f0487d988838023fbe6a211a1b	common_voice_ar_19203933.mp3	أنتاركتيكا باردة في هذا الوقت من العام	3	6	twenties	female		ar	
b528ee2b567b3889635d408f9961be36666d292a89b51aa90c2cf7bc8d7c80ec3070eaeca6ad3075e2d945b612b3582354ed40f0487d988838023fbe6a211a1b	common_voice_ar_19203934.mp3	.انتهت الحرب عام ١٩٥٤م	0	2	twenties	female		ar	
61402b68e033396b8501566786e1803c7b2411903f26c2e6761bdadbee35878b82770c9cdf49bde7116ce64231d378bf36e3cc9522f535bb4961f75164eb0838	common_voice_ar_19204179.mp3	هي و أصدقاءها يحبون الموسيقى.	0	2				ar	
b859f7dd3c6758dcdf8e85fa436777f62b7346d0e24a59c95f95d94e98f4117330cb361f5813844be2f214caa915866962a1e58072fa96f3e8d56a7a5cd09c64	common_voice_ar_19204225.mp3	أهلاً بيل ، كيف الأحوال ؟	0	2				ar	
b859f7dd3c6758dcdf8e85fa436777f62b7346d0e24a59c95f95d94e98f4117330cb361f5813844be2f214caa915866962a1e58072fa96f3e8d56a7a5cd09c64	common_voice_ar_19204226.mp3	على كل حال سأتصل بك غدا.	0	2				ar	
b859f7dd3c6758dcdf8e85fa436777f62b7346d0e24a59c95f95d94e98f4117330cb361f5813844be2f214caa915866962a1e58072fa96f3e8d56a7a5cd09c64	common_voice_ar_19204227.mp3	.سيقودك هذا الطريق إلى المحطة	0	2				ar	
4a98ac369b55d902f8f800489b8ce73088b9522b576c1ab334ce98e01c1275e34cfe4525062209b9cdb5d9d728eb71fd24ea0c8c6dc501a6ff025a5869b9949e	common_voice_ar_19204377.mp3	هذا القرار ليس نهائياً.	1	2				ar	
3b4ef4aaaaa79f6d78863b0e2f327ff4438a9d383f8a8339743993dccaa090ae8c9d113cc491e3ed6a08ae52e382495ef853364b68accd71ff34671cc7ccc443	common_voice_ar_19204477.mp3	أيمكنني الدفع عن طريق بطاقة الإئتمان ؟	0	2				ar	
3b4ef4aaaaa79f6d78863b0e2f327ff4438a9d383f8a8339743993dccaa090ae8c9d113cc491e3ed6a08ae52e382495ef853364b68accd71ff34671cc7ccc443	common_voice_ar_19204526.mp3	.يجب أن تتم هذا التقرير قبل يوم الأثنين	0	2				ar	
3b4ef4aaaaa79f6d78863b0e2f327ff4438a9d383f8a8339743993dccaa090ae8c9d113cc491e3ed6a08ae52e382495ef853364b68accd71ff34671cc7ccc443	common_voice_ar_19204527.mp3	هل هذه صورة أخذتها مؤخراً ؟	1	2				ar	
3b4ef4aaaaa79f6d78863b0e2f327ff4438a9d383f8a8339743993dccaa090ae8c9d113cc491e3ed6a08ae52e382495ef853364b68accd71ff34671cc7ccc443	common_voice_ar_19204543.mp3	يتوجب علي الذهاب الآن.	0	2				ar	
3b4ef4aaaaa79f6d78863b0e2f327ff4438a9d383f8a8339743993dccaa090ae8c9d113cc491e3ed6a08ae52e382495ef853364b68accd71ff34671cc7ccc443	common_voice_ar_19204545.mp3	المكيّف لا يعمل.	1	2				ar	
600bd4289c9cde1bc13a2f942a46eca747a79cdb48f656f0ad6aa7731c50207c66a636547e97248a9d2caefd83f02e87fc7be539bdeae4e5acdadc401ed265a0	common_voice_ar_19204573.mp3	كنت في لندن الشهر الفائت.	0	6	twenties	female		ar	
600bd4289c9cde1bc13a2f942a46eca747a79cdb48f656f0ad6aa7731c50207c66a636547e97248a9d2caefd83f02e87fc7be539bdeae4e5acdadc401ed265a0	common_voice_ar_19204575.mp3	أنت صديق توم ، أليس ذلك صحيحاً ؟	0	6	twenties	female		ar	
600bd4289c9cde1bc13a2f942a46eca747a79cdb48f656f0ad6aa7731c50207c66a636547e97248a9d2caefd83f02e87fc7be539bdeae4e5acdadc401ed265a0	common_voice_ar_19204576.mp3	إنه رسّام مشهور.	3	6	twenties	female		ar	
600bd4289c9cde1bc13a2f942a46eca747a79cdb48f656f0ad6aa7731c50207c66a636547e97248a9d2caefd83f02e87fc7be539bdeae4e5acdadc401ed265a0	common_voice_ar_19204577.mp3	لا يتم الاحتفال بيوم الملاكمة على نطاق واسع في الولايات المتحدة	0	6	twenties	female		ar	
b106032d499e75d67b5224c58d6de06b45760d1bc405595d09d9602b44fb91cd267c8099396f4f3f41a4b26806f18b6004c81ce549d7203c8ba2f8b99275b7fb	common_voice_ar_19204613.mp3	.شعر ماريا طويل	0	2				ar	
b106032d499e75d67b5224c58d6de06b45760d1bc405595d09d9602b44fb91cd267c8099396f4f3f41a4b26806f18b6004c81ce549d7203c8ba2f8b99275b7fb	common_voice_ar_19204614.mp3	ماذا فعلت ليلة الأمس ؟	0	2				ar	
b106032d499e75d67b5224c58d6de06b45760d1bc405595d09d9602b44fb91cd267c8099396f4f3f41a4b26806f18b6004c81ce549d7203c8ba2f8b99275b7fb	common_voice_ar_19204615.mp3	بما أنك متعب ، من الأفضل لك أن تستريح.	0	2				ar	
b106032d499e75d67b5224c58d6de06b45760d1bc405595d09d9602b44fb91cd267c8099396f4f3f41a4b26806f18b6004c81ce549d7203c8ba2f8b99275b7fb	common_voice_ar_19204616.mp3	أحدث مشروع تتويبا ثورة ثقافية و اجتماعية في بلده الأم فرنسا.	1	2				ar	
b106032d499e75d67b5224c58d6de06b45760d1bc405595d09d9602b44fb91cd267c8099396f4f3f41a4b26806f18b6004c81ce549d7203c8ba2f8b99275b7fb	common_voice_ar_19204617.mp3	من في البيت ؟	0	2				ar	
5d6b8d9756386e0974207273f4e554578330d0c6effbda50832f362bbcbd719b8eab6195580dda429ca28c8d9834a7ae2a14d886541c966819cdf30bcdba46f8	common_voice_ar_19204658.mp3	تعبر الكلمات عن الأفكار.	0	2				ar	
5d6b8d9756386e0974207273f4e554578330d0c6effbda50832f362bbcbd719b8eab6195580dda429ca28c8d9834a7ae2a14d886541c966819cdf30bcdba46f8	common_voice_ar_19204659.mp3	.لا أثر لوجود حياة على سطح كوكب المريخ	0	2				ar	
45350040e7b3388f3f74bded025bda6d28166691dc08a715ca8ca73691c8cf8d94e1680e4641382721077eda139d6712f17f5898dcdb32d17cb8c2d83b22ef62	common_voice_ar_19204674.mp3	.اِغسل رجليك	1	2				ar	
